time,open,high,low,close,volume,spread
2025-11-30 00:40:00,2650.99,2651.33,2650.89,2651.22,83,0.04
2025-11-30 00:41:00,2651.22,2651.27,2650.68,2651.09,80,0.04
2025-11-30 00:42:00,2651.09,2651.36,2650.97,2651.29,4,0.03
2025-11-30 00:43:00,2651.29,2651.54,2650.78,2650.97,16,0.03
2025-11-30 00:44:00,2650.97,2651.09,2650.71,2650.87,12,0.03
2025-11-30 00:45:00,2650.87,2650.91,2650.81,2650.9,38,0.04
2025-11-30 00:46:00,2650.9,2650.92,2650.42,2650.47,4,0.01
2025-11-30 00:47:00,2650.47,2650.53,2650.03,2650.12,26,0.02
2025-11-30 00:48:00,2650.12,2650.19,2649.92,2650.02,16,0.05
2025-11-30 00:49:00,2650.02,2650.51,2649.91,2650.29,27,0.02
2025-11-30 00:50:00,2650.29,2650.63,2650.26,2650.55,5,0.03
2025-11-30 00:51:00,2650.55,2650.98,2650.42,2650.95,25,0.03
2025-11-30 00:52:00,2650.95,2650.97,2650.85,2650.86,97,0.04
2025-11-30 00:53:00,2650.86,2651.38,2650.79,2651.36,1,0.03
2025-11-30 00:54:00,2651.36,2651.45,2651.29,2651.38,39,0.05
2025-11-30 00:55:00,2651.38,2651.86,2651.31,2651.83,3,0.02
2025-11-30 00:56:00,2651.83,2651.92,2651.6,2651.7,104,0.04
2025-11-30 00:57:00,2651.7,2652.1,2651.64,2652.01,69,0.04
2025-11-30 00:58:00,2652.01,2652.02,2651.94,2652.01,133,0.04
2025-11-30 00:59:00,2652.01,2652.34,2651.92,2652.25,5,0.05
2025-11-30 01:00:00,2652.25,2652.53,2652.23,2652.53,1,0.05
2025-11-30 01:01:00,2652.53,2652.75,2652.52,2652.71,150,0.03
2025-11-30 01:02:00,2652.71,2652.93,2652.41,2652.54,69,0.04
2025-11-30 01:03:00,2652.54,2652.54,2652.19,2652.28,2,0.03
2025-11-30 01:04:00,2652.28,2652.51,2652.22,2652.49,5,0.01
2025-11-30 01:05:00,2652.49,2652.83,2652.47,2652.78,4,0.05
2025-11-30 01:06:00,2652.78,2652.93,2652.4,2652.47,4,0.04
2025-11-30 01:07:00,2652.47,2652.85,2652.45,2652.76,5,0.03
2025-11-30 01:08:00,2652.76,2652.79,2652.62,2652.76,43,0.05
2025-11-30 01:09:00,2652.76,2652.99,2652.71,2652.92,12,0.05
2025-11-30 01:10:00,2652.92,2652.97,2652.87,2652.97,37,0.04
2025-11-30 01:11:00,2652.97,2653.21,2652.89,2652.98,43,0.05
2025-11-30 01:12:00,2652.98,2653.53,2652.96,2653.44,21,0.03
2025-11-30 01:13:00,2653.44,2653.48,2652.96,2653.16,18,0.04
2025-11-30 01:14:00,2653.16,2653.21,2652.89,2652.97,27,0.05
2025-11-30 01:15:00,2652.97,2653.4,2652.92,2653.28,218,0.02
2025-11-30 01:16:00,2653.28,2653.42,2652.89,2652.92,31,0.03
2025-11-30 01:17:00,2652.92,2652.97,2652.91,2652.97,73,0.05
2025-11-30 01:18:00,2652.97,2653.04,2652.73,2652.88,55,0.03
2025-11-30 01:19:00,2652.88,2653.03,2652.8,2652.99,36,0.04
2025-11-30 01:20:00,2652.99,2653.25,2652.88,2653.24,25,0.02
2025-11-30 01:21:00,2653.24,2653.35,2653.1,2653.28,60,0.02
2025-11-30 01:22:00,2653.28,2653.69,2653.18,2653.5,21,0.03
2025-11-30 01:23:00,2653.5,2653.68,2653.33,2653.47,99,0.05
2025-11-30 01:24:00,2653.47,2653.48,2653.11,2653.11,19,0.04
2025-11-30 01:25:00,2653.11,2653.24,2653.01,2653.2,10,0.02
2025-11-30 01:26:00,2653.2,2653.3,2653.14,2653.18,2,0.02
2025-11-30 01:27:00,2653.18,2653.2,2652.97,2653.08,11,0.02
2025-11-30 01:28:00,2653.08,2653.5,2653.03,2653.5,4,0.04
2025-11-30 01:29:00,2653.5,2653.77,2653.48,2653.76,82,0.04
2025-11-30 01:30:00,2653.76,2653.82,2653.39,2653.64,23,0.03
2025-11-30 01:31:00,2653.64,2653.7,2653.54,2653.58,35,0.03
2025-11-30 01:32:00,2653.58,2653.68,2653.46,2653.55,23,0.01
2025-11-30 01:33:00,2653.55,2653.62,2653.24,2653.36,6,0.05
2025-11-30 01:34:00,2653.36,2653.81,2653.27,2653.72,38,0.03
2025-11-30 01:35:00,2653.72,2653.83,2653.7,2653.72,16,0.02
2025-11-30 01:36:00,2653.72,2654.11,2653.71,2653.91,13,0.01
2025-11-30 01:37:00,2653.91,2654.01,2653.86,2653.94,10,0.02
2025-11-30 01:38:00,2653.94,2654.04,2653.9,2653.95,100,0.04
2025-11-30 01:39:00,2653.95,2654.0,2653.83,2653.93,132,0.03
2025-11-30 01:40:00,2653.93,2653.99,2653.52,2653.58,27,0.03
2025-11-30 01:41:00,2653.58,2653.6,2653.27,2653.36,17,0.03
2025-11-30 01:42:00,2653.36,2653.49,2653.33,2653.35,7,0.01
2025-11-30 01:43:00,2653.35,2653.46,2653.2,2653.26,14,0.04
2025-11-30 01:44:00,2653.26,2653.53,2653.08,2653.38,132,0.04
2025-11-30 01:45:00,2653.38,2653.42,2653.09,2653.16,139,0.02
2025-11-30 01:46:00,2653.16,2653.19,2653.14,2653.18,79,0.02
2025-11-30 01:47:00,2653.18,2653.24,2653.13,2653.2,54,0.03
2025-11-30 01:48:00,2653.2,2653.42,2653.17,2653.38,23,0.03
2025-11-30 01:49:00,2653.38,2653.66,2653.21,2653.66,13,0.05
2025-11-30 01:50:00,2653.66,2654.07,2653.57,2653.84,140,0.04
2025-11-30 01:51:00,2653.84,2653.93,2653.79,2653.9,48,0.03
2025-11-30 01:52:00,2653.9,2653.96,2653.78,2653.94,68,0.01
2025-11-30 01:53:00,2653.94,2653.99,2653.73,2653.76,20,0.04
2025-11-30 01:54:00,2653.76,2653.87,2653.66,2653.71,64,0.04
2025-11-30 01:55:00,2653.71,2653.75,2653.39,2653.59,14,0.02
2025-11-30 01:56:00,2653.59,2653.75,2653.19,2653.21,47,0.01
2025-11-30 01:57:00,2653.21,2653.78,2653.13,2653.77,59,0.05
2025-11-30 01:58:00,2653.77,2653.82,2653.46,2653.6,66,0.05
2025-11-30 01:59:00,2653.6,2654.11,2653.59,2654.0,209,0.04
2025-11-30 02:00:00,2654.0,2654.13,2653.94,2654.02,20,0.04
2025-11-30 02:01:00,2654.02,2654.12,2653.81,2653.99,38,0.05
2025-11-30 02:02:00,2653.99,2654.13,2653.55,2653.71,30,0.02
2025-11-30 02:03:00,2653.71,2654.0,2653.65,2653.66,123,0.02
2025-11-30 02:04:00,2653.66,2654.17,2653.55,2654.05,162,0.02
2025-11-30 02:05:00,2654.05,2654.43,2654.04,2654.16,3,0.04
2025-11-30 02:06:00,2654.16,2654.22,2653.89,2654.2,3,0.04
2025-11-30 02:07:00,2654.2,2654.48,2653.85,2653.97,25,0.03
2025-11-30 02:08:00,2653.97,2654.01,2653.88,2653.9,15,0.04
2025-11-30 02:09:00,2653.9,2654.11,2653.76,2654.01,1,0.02
2025-11-30 02:10:00,2654.01,2654.28,2654.0,2654.16,9,0.04
2025-11-30 02:11:00,2654.16,2654.19,2654.09,2654.13,64,0.04
2025-11-30 02:12:00,2654.13,2654.26,2653.99,2654.06,113,0.01
2025-11-30 02:13:00,2654.06,2654.09,2653.72,2653.86,27,0.05
2025-11-30 02:14:00,2653.86,2653.97,2653.61,2653.75,15,0.03
2025-11-30 02:15:00,2653.75,2653.97,2653.19,2653.37,17,0.05
2025-11-30 02:16:00,2653.37,2653.42,2653.16,2653.26,80,0.03
2025-11-30 02:17:00,2653.26,2653.29,2653.07,2653.25,50,0.02
2025-11-30 02:18:00,2653.25,2653.31,2653.11,2653.29,15,0.01
2025-11-30 02:19:00,2653.29,2653.33,2653.18,2653.31,16,0.03
2025-11-30 02:20:00,2653.31,2653.58,2653.14,2653.53,54,0.02
2025-11-30 02:21:00,2653.53,2654.06,2653.39,2653.86,36,0.01
2025-11-30 02:22:00,2653.86,2654.05,2653.71,2653.97,24,0.02
2025-11-30 02:23:00,2653.97,2654.2,2653.86,2654.09,41,0.03
2025-11-30 02:24:00,2654.09,2654.22,2654.03,2654.2,2,0.03
2025-11-30 02:25:00,2654.2,2654.32,2653.8,2653.88,5,0.01
2025-11-30 02:26:00,2653.88,2654.06,2653.7,2653.87,85,0.04
2025-11-30 02:27:00,2653.87,2653.94,2653.62,2653.78,22,0.01
2025-11-30 02:28:00,2653.78,2653.85,2653.66,2653.77,65,0.04
2025-11-30 02:29:00,2653.77,2653.88,2653.72,2653.79,14,0.03
2025-11-30 02:30:00,2653.79,2653.91,2653.71,2653.88,1,0.04
2025-11-30 02:31:00,2653.88,2653.92,2653.81,2653.91,99,0.04
2025-11-30 02:32:00,2653.91,2654.17,2653.76,2654.11,6,0.01
2025-11-30 02:33:00,2654.11,2654.35,2654.02,2654.22,3,0.02
2025-11-30 02:34:00,2654.22,2654.55,2654.13,2654.53,47,0.02
2025-11-30 02:35:00,2654.53,2654.6,2654.41,2654.59,139,0.04
2025-11-30 02:36:00,2654.59,2654.74,2654.38,2654.48,207,0.04
2025-11-30 02:37:00,2654.48,2654.71,2654.42,2654.54,13,0.01
2025-11-30 02:38:00,2654.54,2654.64,2654.05,2654.26,56,0.02
2025-11-30 02:39:00,2654.26,2654.36,2653.98,2654.0,144,0.03
2025-11-30 02:40:00,2654.0,2654.04,2653.64,2653.76,35,0.02
2025-11-30 02:41:00,2653.76,2654.17,2653.7,2654.11,75,0.02
2025-11-30 02:42:00,2654.11,2654.47,2654.07,2654.41,12,0.02
2025-11-30 02:43:00,2654.41,2654.57,2654.14,2654.33,4,0.05
2025-11-30 02:44:00,2654.33,2654.37,2654.14,2654.2,40,0.01
2025-11-30 02:45:00,2654.2,2654.58,2654.12,2654.43,64,0.03
2025-11-30 02:46:00,2654.43,2654.45,2653.95,2654.32,44,0.04
2025-11-30 02:47:00,2654.32,2654.39,2653.94,2654.13,15,0.05
2025-11-30 02:48:00,2654.13,2654.38,2654.09,2654.26,90,0.04
2025-11-30 02:49:00,2654.26,2654.56,2654.19,2654.41,8,0.05
2025-11-30 02:50:00,2654.41,2654.43,2654.3,2654.38,85,0.04
2025-11-30 02:51:00,2654.38,2654.5,2654.37,2654.48,49,0.02
2025-11-30 02:52:00,2654.48,2654.85,2654.45,2654.62,38,0.05
2025-11-30 02:53:00,2654.62,2654.68,2654.51,2654.53,5,0.05
2025-11-30 02:54:00,2654.53,2654.55,2654.4,2654.44,43,0.02
2025-11-30 02:55:00,2654.44,2654.53,2654.4,2654.47,70,0.01
2025-11-30 02:56:00,2654.47,2654.81,2654.29,2654.81,292,0.03
2025-11-30 02:57:00,2654.81,2654.85,2654.67,2654.72,59,0.02
2025-11-30 02:58:00,2654.72,2654.83,2654.7,2654.77,143,0.03
2025-11-30 02:59:00,2654.77,2654.93,2654.46,2654.53,206,0.03
2025-11-30 03:00:00,2654.53,2654.57,2654.47,2654.48,22,0.04
2025-11-30 03:01:00,2654.48,2654.51,2654.38,2654.43,73,0.04
2025-11-30 03:02:00,2654.43,2654.71,2654.3,2654.57,32,0.01
2025-11-30 03:03:00,2654.57,2654.74,2654.37,2654.67,11,0.03
2025-11-30 03:04:00,2654.67,2654.77,2654.6,2654.7,30,0.01
2025-11-30 03:05:00,2654.7,2654.96,2654.44,2654.91,45,0.02
2025-11-30 03:06:00,2654.91,2655.12,2654.91,2655.08,5,0.02
2025-11-30 03:07:00,2655.08,2655.08,2654.83,2654.95,48,0.04
2025-11-30 03:08:00,2654.95,2654.96,2654.81,2654.91,21,0.01
2025-11-30 03:09:00,2654.91,2655.02,2654.88,2654.92,41,0.04
2025-11-30 03:10:00,2654.92,2654.98,2654.76,2654.79,61,0.01
2025-11-30 03:11:00,2654.79,2654.8,2654.56,2654.62,61,0.04
2025-11-30 03:12:00,2654.62,2654.88,2654.61,2654.81,84,0.03
2025-11-30 03:13:00,2654.81,2655.2,2654.79,2655.02,4,0.01
2025-11-30 03:14:00,2655.02,2655.07,2654.77,2654.88,77,0.04
2025-11-30 03:15:00,2654.88,2655.06,2654.72,2654.77,12,0.05
2025-11-30 03:16:00,2654.77,2654.79,2654.71,2654.77,1,0.02
2025-11-30 03:17:00,2654.77,2654.86,2654.7,2654.82,67,0.03
2025-11-30 03:18:00,2654.82,2654.97,2654.39,2654.56,64,0.03
2025-11-30 03:19:00,2654.56,2655.0,2654.46,2654.98,16,0.03
2025-11-30 03:20:00,2654.98,2655.44,2654.94,2655.3,119,0.02
2025-11-30 03:21:00,2655.3,2655.3,2655.03,2655.15,14,0.04
2025-11-30 03:22:00,2655.15,2655.62,2655.03,2655.32,24,0.05
2025-11-30 03:23:00,2655.32,2655.52,2655.19,2655.38,74,0.02
2025-11-30 03:24:00,2655.38,2655.43,2655.15,2655.37,88,0.03
2025-11-30 03:25:00,2655.37,2655.59,2655.28,2655.43,9,0.02
2025-11-30 03:26:00,2655.43,2655.65,2655.32,2655.36,101,0.02
2025-11-30 03:27:00,2655.36,2655.64,2655.35,2655.63,37,0.05
2025-11-30 03:28:00,2655.63,2655.8,2655.57,2655.79,8,0.05
2025-11-30 03:29:00,2655.79,2655.89,2655.75,2655.79,30,0.03
2025-11-30 03:30:00,2655.79,2656.25,2655.69,2656.24,55,0.05
2025-11-30 03:31:00,2656.24,2656.44,2656.03,2656.37,101,0.02
2025-11-30 03:32:00,2656.37,2656.61,2656.37,2656.56,48,0.04
2025-11-30 03:33:00,2656.56,2657.1,2656.43,2656.98,12,0.04
2025-11-30 03:34:00,2656.98,2657.45,2656.88,2657.33,76,0.03
2025-11-30 03:35:00,2657.33,2657.36,2657.17,2657.28,19,0.04
2025-11-30 03:36:00,2657.28,2657.48,2657.14,2657.4,6,0.03
2025-11-30 03:37:00,2657.4,2657.52,2657.2,2657.35,25,0.04
2025-11-30 03:38:00,2657.35,2657.58,2657.0,2657.14,3,0.03
2025-11-30 03:39:00,2657.14,2657.21,2656.77,2657.01,23,0.04
2025-11-30 03:40:00,2657.01,2657.25,2656.36,2656.48,25,0.03
2025-11-30 03:41:00,2656.48,2656.63,2656.09,2656.15,83,0.04
2025-11-30 03:42:00,2656.15,2656.34,2656.13,2656.31,5,0.03
2025-11-30 03:43:00,2656.31,2656.54,2656.2,2656.43,81,0.03
2025-11-30 03:44:00,2656.43,2656.79,2656.37,2656.63,6,0.02
2025-11-30 03:45:00,2656.63,2656.64,2656.15,2656.29,61,0.01
2025-11-30 03:46:00,2656.29,2656.34,2655.8,2655.95,39,0.01
2025-11-30 03:47:00,2655.95,2655.96,2655.88,2655.94,85,0.05
2025-11-30 03:48:00,2655.94,2656.01,2655.66,2655.79,115,0.02
2025-11-30 03:49:00,2655.79,2655.86,2655.63,2655.72,86,0.03
2025-11-30 03:50:00,2655.72,2655.75,2655.34,2655.58,9,0.04
2025-11-30 03:51:00,2655.58,2655.6,2655.3,2655.32,1,0.04
2025-11-30 03:52:00,2655.32,2655.76,2655.16,2655.52,34,0.05
2025-11-30 03:53:00,2655.52,2655.61,2654.99,2655.16,27,0.04
2025-11-30 03:54:00,2655.16,2655.46,2655.05,2655.28,21,0.01
2025-11-30 03:55:00,2655.28,2655.31,2654.97,2655.13,106,0.04
2025-11-30 03:56:00,2655.13,2655.17,2654.64,2654.71,65,0.03
2025-11-30 03:57:00,2654.71,2655.18,2654.7,2655.12,9,0.04
2025-11-30 03:58:00,2655.12,2655.31,2654.95,2655.16,21,0.04
2025-11-30 03:59:00,2655.16,2655.27,2655.06,2655.09,244,0.05
2025-11-30 04:00:00,2655.09,2655.37,2655.01,2655.35,70,0.02
2025-11-30 04:01:00,2655.35,2655.47,2655.25,2655.4,1,0.02
2025-11-30 04:02:00,2655.4,2655.54,2655.22,2655.23,18,0.03
2025-11-30 04:03:00,2655.23,2655.42,2654.97,2655.38,125,0.03
2025-11-30 04:04:00,2655.38,2655.41,2655.32,2655.4,18,0.01
2025-11-30 04:05:00,2655.4,2655.58,2655.3,2655.53,21,0.05
2025-11-30 04:06:00,2655.53,2655.81,2655.27,2655.76,72,0.02
2025-11-30 04:07:00,2655.76,2655.87,2655.66,2655.69,22,0.01
2025-11-30 04:08:00,2655.69,2655.76,2655.5,2655.71,35,0.03
2025-11-30 04:09:00,2655.71,2655.83,2655.5,2655.57,48,0.04
2025-11-30 04:10:00,2655.57,2655.73,2655.46,2655.52,6,0.02
2025-11-30 04:11:00,2655.52,2655.56,2655.42,2655.44,35,0.05
2025-11-30 04:12:00,2655.44,2655.66,2655.38,2655.53,27,0.02
2025-11-30 04:13:00,2655.53,2656.16,2655.5,2656.02,22,0.03
2025-11-30 04:14:00,2656.02,2656.21,2656.01,2656.13,32,0.01
2025-11-30 04:15:00,2656.13,2656.19,2656.05,2656.09,38,0.02
2025-11-30 04:16:00,2656.09,2656.15,2655.88,2656.09,93,0.01
2025-11-30 04:17:00,2656.09,2656.57,2656.0,2656.53,66,0.03
2025-11-30 04:18:00,2656.53,2656.7,2656.21,2656.24,155,0.04
2025-11-30 04:19:00,2656.24,2656.34,2656.04,2656.28,14,0.04
2025-11-30 04:20:00,2656.28,2656.8,2656.25,2656.74,47,0.01
2025-11-30 04:21:00,2656.74,2656.96,2656.67,2656.91,35,0.04
2025-11-30 04:22:00,2656.91,2656.93,2656.75,2656.83,17,0.02
2025-11-30 04:23:00,2656.83,2657.22,2656.77,2657.11,9,0.01
2025-11-30 04:24:00,2657.11,2657.44,2657.04,2657.36,24,0.02
2025-11-30 04:25:00,2657.36,2657.78,2657.3,2657.64,51,0.03
2025-11-30 04:26:00,2657.64,2657.74,2657.35,2657.5,68,0.04
2025-11-30 04:27:00,2657.5,2657.92,2657.41,2657.88,131,0.02
2025-11-30 04:28:00,2657.88,2658.09,2657.6,2657.66,13,0.01
2025-11-30 04:29:00,2657.66,2657.73,2657.57,2657.69,16,0.04
2025-11-30 04:30:00,2657.69,2657.72,2657.53,2657.66,65,0.04
2025-11-30 04:31:00,2657.66,2657.68,2657.49,2657.63,208,0.05
2025-11-30 04:32:00,2657.63,2657.78,2657.62,2657.71,91,0.04
2025-11-30 04:33:00,2657.71,2657.74,2657.12,2657.4,17,0.03
2025-11-30 04:34:00,2657.4,2657.6,2657.33,2657.56,30,0.01
2025-11-30 04:35:00,2657.56,2657.68,2657.46,2657.66,80,0.02
2025-11-30 04:36:00,2657.66,2658.05,2657.6,2658.01,76,0.03
2025-11-30 04:37:00,2658.01,2658.1,2657.71,2657.78,158,0.02
2025-11-30 04:38:00,2657.78,2657.82,2657.5,2657.59,64,0.05
2025-11-30 04:39:00,2657.59,2657.74,2656.95,2657.14,59,0.01
2025-11-30 04:40:00,2657.14,2657.28,2656.8,2656.82,32,0.04
2025-11-30 04:41:00,2656.82,2656.98,2656.43,2656.64,41,0.03
2025-11-30 04:42:00,2656.64,2656.92,2656.64,2656.86,4,0.01
2025-11-30 04:43:00,2656.86,2657.21,2656.76,2657.14,77,0.03
2025-11-30 04:44:00,2657.14,2657.16,2656.8,2656.89,12,0.03
2025-11-30 04:45:00,2656.89,2657.0,2656.67,2656.87,50,0.04
2025-11-30 04:46:00,2656.87,2656.97,2656.69,2656.82,44,0.02
2025-11-30 04:47:00,2656.82,2656.83,2656.22,2656.41,17,0.05
2025-11-30 04:48:00,2656.41,2656.57,2656.27,2656.31,81,0.03
2025-11-30 04:49:00,2656.31,2656.39,2656.12,2656.39,28,0.04
2025-11-30 04:50:00,2656.39,2656.44,2656.22,2656.26,53,0.05
2025-11-30 04:51:00,2656.26,2656.27,2656.12,2656.14,15,0.02
2025-11-30 04:52:00,2656.14,2656.18,2656.06,2656.09,74,0.01
2025-11-30 04:53:00,2656.09,2656.68,2656.0,2656.43,21,0.05
2025-11-30 04:54:00,2656.43,2656.5,2656.42,2656.44,15,0.04
2025-11-30 04:55:00,2656.44,2656.53,2656.18,2656.31,11,0.03
2025-11-30 04:56:00,2656.31,2656.42,2656.23,2656.41,8,0.02
2025-11-30 04:57:00,2656.41,2656.43,2656.22,2656.34,37,0.01
2025-11-30 04:58:00,2656.34,2656.51,2656.3,2656.44,4,0.03
2025-11-30 04:59:00,2656.44,2656.87,2656.34,2656.82,31,0.03
2025-11-30 05:00:00,2656.82,2657.17,2656.67,2656.95,30,0.01
2025-11-30 05:01:00,2656.95,2657.03,2656.87,2656.96,8,0.02
2025-11-30 05:02:00,2656.96,2657.16,2656.93,2656.99,30,0.05
2025-11-30 05:03:00,2656.99,2657.19,2656.98,2657.1,38,0.03
2025-11-30 05:04:00,2657.1,2657.24,2656.96,2657.16,166,0.02
2025-11-30 05:05:00,2657.16,2657.26,2656.97,2657.04,43,0.04
2025-11-30 05:06:00,2657.04,2657.18,2656.82,2656.95,59,0.04
2025-11-30 05:07:00,2656.95,2657.01,2656.9,2656.97,10,0.05
2025-11-30 05:08:00,2656.97,2657.02,2656.69,2656.77,107,0.04
2025-11-30 05:09:00,2656.77,2656.82,2656.72,2656.81,207,0.04
2025-11-30 05:10:00,2656.81,2656.86,2656.46,2656.59,1,0.03
2025-11-30 05:11:00,2656.59,2656.65,2656.5,2656.53,4,0.04
2025-11-30 05:12:00,2656.53,2656.64,2656.34,2656.6,18,0.03
2025-11-30 05:13:00,2656.6,2656.9,2656.54,2656.68,34,0.04
2025-11-30 05:14:00,2656.68,2656.73,2656.41,2656.47,21,0.03
2025-11-30 05:15:00,2656.47,2656.6,2656.22,2656.38,21,0.04
2025-11-30 05:16:00,2656.38,2656.47,2656.34,2656.46,19,0.04
2025-11-30 05:17:00,2656.46,2656.49,2656.27,2656.3,12,0.04
2025-11-30 05:18:00,2656.3,2656.63,2656.09,2656.48,11,0.01
2025-11-30 05:19:00,2656.48,2656.56,2656.46,2656.51,102,0.04
2025-11-30 05:20:00,2656.51,2656.76,2656.48,2656.64,41,0.01
2025-11-30 05:21:00,2656.64,2656.9,2656.63,2656.78,39,0.03
2025-11-30 05:22:00,2656.78,2656.79,2656.64,2656.67,97,0.02
2025-11-30 05:23:00,2656.67,2656.84,2656.6,2656.76,1,0.05
2025-11-30 05:24:00,2656.76,2656.87,2656.49,2656.56,5,0.04
2025-11-30 05:25:00,2656.56,2656.58,2656.44,2656.48,1,0.03
2025-11-30 05:26:00,2656.48,2656.82,2656.37,2656.65,2,0.05
2025-11-30 05:27:00,2656.65,2656.75,2656.28,2656.46,111,0.02
2025-11-30 05:28:00,2656.46,2656.48,2656.43,2656.44,269,0.04
2025-11-30 05:29:00,2656.44,2656.54,2656.32,2656.34,4,0.05
2025-11-30 05:30:00,2656.34,2656.6,2656.27,2656.55,28,0.02
2025-11-30 05:31:00,2656.55,2657.17,2656.4,2657.12,111,0.03
2025-11-30 05:32:00,2657.12,2657.6,2657.01,2657.46,35,0.01
2025-11-30 05:33:00,2657.46,2657.86,2657.44,2657.63,150,0.03
2025-11-30 05:34:00,2657.63,2657.82,2657.62,2657.64,22,0.03
2025-11-30 05:35:00,2657.64,2657.68,2657.53,2657.6,177,0.02
2025-11-30 05:36:00,2657.6,2657.61,2657.21,2657.3,36,0.01
2025-11-30 05:37:00,2657.3,2657.33,2657.08,2657.16,81,0.03
2025-11-30 05:38:00,2657.16,2657.17,2656.68,2656.76,47,0.01
2025-11-30 05:39:00,2656.76,2656.87,2656.72,2656.72,34,0.04
2025-11-30 05:40:00,2656.72,2656.88,2656.48,2656.57,62,0.03
2025-11-30 05:41:00,2656.57,2656.62,2656.51,2656.53,14,0.01
2025-11-30 05:42:00,2656.53,2656.97,2656.44,2656.87,23,0.01
2025-11-30 05:43:00,2656.87,2656.89,2656.39,2656.4,4,0.02
2025-11-30 05:44:00,2656.4,2656.48,2656.28,2656.44,1,0.04
2025-11-30 05:45:00,2656.44,2656.54,2656.04,2656.07,64,0.01
2025-11-30 05:46:00,2656.07,2656.08,2655.65,2655.83,33,0.03
2025-11-30 05:47:00,2655.83,2655.84,2655.58,2655.69,21,0.04
2025-11-30 05:48:00,2655.69,2655.94,2655.49,2655.9,16,0.02
2025-11-30 05:49:00,2655.9,2656.04,2655.71,2655.74,86,0.04
2025-11-30 05:50:00,2655.74,2655.82,2655.51,2655.71,45,0.04
2025-11-30 05:51:00,2655.71,2656.07,2655.66,2655.96,28,0.02
2025-11-30 05:52:00,2655.96,2656.04,2655.89,2655.89,50,0.02
2025-11-30 05:53:00,2655.89,2656.07,2655.77,2655.86,56,0.03
2025-11-30 05:54:00,2655.86,2655.92,2655.39,2655.6,7,0.03
2025-11-30 05:55:00,2655.6,2655.65,2655.5,2655.5,24,0.01
2025-11-30 05:56:00,2655.5,2655.54,2655.29,2655.48,115,0.01
2025-11-30 05:57:00,2655.48,2655.55,2655.37,2655.4,46,0.04
